LEXICAL CUE	SYNONYMS	IGNORANCE TYPE
impacts	impacts	SUPERFICIAL_RELATIONSHIP
impaired	impaired	DIFFICULT_TASK
imperative	imperative	IMPORTANT_CONSIDERATION
implicated	implicated	SUPERFICIAL_RELATIONSHIP
implications	implications	IMPORTANT_CONSIDERATION
imply	imply	SUPERFICIAL_RELATIONSHIP
importance	importance	IMPORTANT_CONSIDERATION
important	important	IMPORTANT_CONSIDERATION
important_consideration	important_consideration	IMPORTANT_CONSIDERATION
important_to_note	important_to_note	IMPORTANT_CONSIDERATION
importantly	importantly	ANOMALY_CURIOUS_FINDING
impose	impose	SUPERFICIAL_RELATIONSHIP
impossible	impossible	DIFFICULT_TASK
impractical	impractical	DIFFICULT_TASK
imprecise	imprecise	ALTERNATIVE_OPTIONS_CONTROVERSY
in_additional_populations	in_additional_populations	FUTURE_WORK
in_contrast	in_contrast	ALTERNATIVE_OPTIONS_CONTROVERSY
in_contrast_to	in_contrast_to	ALTERNATIVE_OPTIONS_CONTROVERSY
in_keeping_with	in_keeping_with	INCOMPLETE_EVIDENCE
in_large_part	in_large_part	INCOMPLETE_EVIDENCE
in_light_of	in_light_of	PROBABLE_UNDERSTANDING
in_line_with	in_line_with	INCOMPLETE_EVIDENCE
in_literature	in_literature	INCOMPLETE_EVIDENCE
in_marked_contrast	in_marked_contrast	ALTERNATIVE_OPTIONS_CONTROVERSY
in_order_to	in_order_to	QUESTION_ANSWERED_BY_THIS_WORK
in_part	in_part	INCOMPLETE_EVIDENCE
in_spite	in_spite	ANOMALY_CURIOUS_FINDING
inadequate	inadequate	PROBLEM_COMPLICATION
inadequately	inadequately	PROBLEM_COMPLICATION
inadequately_studied	inadequately_studied	INCOMPLETE_EVIDENCE
inadequately_understood	inadequately_understood	INCOMPLETE_EVIDENCE
incidentally	incidentally	ANOMALY_CURIOUS_FINDING
incomplete...data	incomplete.{0,9}data	INCOMPLETE_EVIDENCE
incomplete...results	incomplete.{0,7}results	INCOMPLETE_EVIDENCE
incomplete_understanding	incomplete_understanding	INCOMPLETE_EVIDENCE
incompletely	incompletely	INCOMPLETE_EVIDENCE
inconclusive	inconclusive	ALTERNATIVE_OPTIONS_CONTROVERSY
inconsistencies	inconsistencies	ALTERNATIVE_OPTIONS_CONTROVERSY
inconsistency	inconsistency	ALTERNATIVE_OPTIONS_CONTROVERSY
inconsistent	inconsistent	ALTERNATIVE_OPTIONS_CONTROVERSY
increased_attention	increased_attention	INCOMPLETE_EVIDENCE
increased_exponentially	increased_exponentially	IMPORTANT_CONSIDERATION
increased_susceptibility	increased_susceptibility	IMPORTANT_CONSIDERATION
increasing...evidence	increasing.{0,14}evidence	INCOMPLETE_EVIDENCE
increasingly_accepted	increasingly_accepted	INCOMPLETE_EVIDENCE
increasingly_recognised	increasingly_recognised	INCOMPLETE_EVIDENCE
indicate	indicate	INCOMPLETE_EVIDENCE
indicated	indicated	INCOMPLETE_EVIDENCE
indicates	indicates	INCOMPLETE_EVIDENCE
indicating	indicating	INCOMPLETE_EVIDENCE
inequitably	inequitably	PROBLEM_COMPLICATION
inferring	inferring	INCOMPLETE_EVIDENCE
influence	influence	SUPERFICIAL_RELATIONSHIP
influenced	influenced	SUPERFICIAL_RELATIONSHIP
influences	influences	SUPERFICIAL_RELATIONSHIP
influencing	influencing	SUPERFICIAL_RELATIONSHIP
influential	influential	SUPERFICIAL_RELATIONSHIP
information...is_scarce	information.{0,43}is_scarce	INCOMPLETE_EVIDENCE
informative	informative	INCOMPLETE_EVIDENCE
initially_thought	initially_thought	ALTERNATIVE_OPTIONS_CONTROVERSY
insight	insight	INCOMPLETE_EVIDENCE
insufficient	insufficient	PROBLEM_COMPLICATION
insufficient...information	insufficient.{0,6}information	INCOMPLETE_EVIDENCE
insufficient_evidence	insufficient_evidence	INCOMPLETE_EVIDENCE
inter-relationships	inter-relationships	SUPERFICIAL_RELATIONSHIP
interact	interact	SUPERFICIAL_RELATIONSHIP
interaction	interaction	SUPERFICIAL_RELATIONSHIP
interactions	interactions	SUPERFICIAL_RELATIONSHIP
interacts	interacts	SUPERFICIAL_RELATIONSHIP
interest	interest	ANOMALY_CURIOUS_FINDING
interesting	interesting	ANOMALY_CURIOUS_FINDING
interesting_to_note	interesting_to_note	ANOMALY_CURIOUS_FINDING
interestingly	interestingly	ANOMALY_CURIOUS_FINDING
interpretation	interpretation	INCOMPLETE_EVIDENCE
interpreted	interpreted	FULL_UNKNOWN
interrelated	interrelated	SUPERFICIAL_RELATIONSHIP
interrelation	interrelation	SUPERFICIAL_RELATIONSHIP
interrelationship	interrelationship	SUPERFICIAL_RELATIONSHIP
interrelationships	interrelationships	SUPERFICIAL_RELATIONSHIP
intersect	intersect	SUPERFICIAL_RELATIONSHIP
interventions_are_needed	interventions_are_needed	FUTURE_WORK
intractable	intractable	PROBLEM_COMPLICATION
inverse_effect	inverse_effect	SUPERFICIAL_RELATIONSHIP
investigated	investigated	QUESTION_ANSWERED_BY_THIS_WORK
investigations	investigations	FUTURE_WORK
involved	involved	SUPERFICIAL_RELATIONSHIP
ironically	ironically	ANOMALY_CURIOUS_FINDING
is...needed	is.{0,9}needed	FUTURE_WORK
is_changing	is_changing	ALTERNATIVE_OPTIONS_CONTROVERSY
is_considered	is_considered	INCOMPLETE_EVIDENCE
is_known	is_known	INCOMPLETE_EVIDENCE
is_needed	is_needed	FUTURE_WORK
is_not...option	is_not.{0,10}option	DIFFICULT_TASK
is_sparse	is_sparse	INCOMPLETE_EVIDENCE
is_thought	is_thought	INCOMPLETE_EVIDENCE
is_warranted	is_warranted	FUTURE_WORK
issue	issue	PROBLEM_COMPLICATION
issues	issues	PROBLEM_COMPLICATION
it_is_clear	it_is_clear	PROBABLE_UNDERSTANDING
it_is_known	it_is_known	INCOMPLETE_EVIDENCE
it_is_possible	it_is_possible	INCOMPLETE_EVIDENCE
it_is_thought	it_is_thought	INCOMPLETE_EVIDENCE
justify	justify	INCOMPLETE_EVIDENCE
key_actions	key_actions	IMPORTANT_CONSIDERATION
knowledge_gap	knowledge_gap	FULL_UNKNOWN
knowledge_is_incomplete	knowledge_is_incomplete	INCOMPLETE_EVIDENCE
known	known	INCOMPLETE_EVIDENCE
lack	lack	INCOMPLETE_EVIDENCE
lack_answers	lack_answers	INCOMPLETE_EVIDENCE
lack_of	lack_of	INCOMPLETE_EVIDENCE
lack_of...data	lack_of.{0,25}data	INCOMPLETE_EVIDENCE
lack_of_evidence	lack_of_evidence	INCOMPLETE_EVIDENCE
lack_of_information	lack_of_information	INCOMPLETE_EVIDENCE
lack_of_knowledge	lack_of_knowledge	FULL_UNKNOWN
lack_of_rigor	lack_of_rigor	INCOMPLETE_EVIDENCE
lacking	lacking	FULL_UNKNOWN
lacks	lacks	FULL_UNKNOWN
lacks_efficacy	lacks_efficacy	INCOMPLETE_EVIDENCE
largely_driven_by	largely_driven_by	INCOMPLETE_EVIDENCE
larger_studies	larger_studies	FUTURE_WORK
leading_cause	leading_cause	IMPORTANT_CONSIDERATION
lends_further_credibility	lends_further_credibility	INCOMPLETE_EVIDENCE
less	less	INCOMPLETE_EVIDENCE
less_clear	less_clear	FULL_UNKNOWN
less_consistent	less_consistent	ALTERNATIVE_OPTIONS_CONTROVERSY
less_is_known	less_is_known	FULL_UNKNOWN
like_the_previous...study	like_the_previous.{0,11}study	INCOMPLETE_EVIDENCE
likelihood	likelihood	PROBABLE_UNDERSTANDING
likely	likely	PROBABLE_UNDERSTANDING
likely_be	likely_be	PROBABLE_UNDERSTANDING
limit	limit	INCOMPLETE_EVIDENCE
limitation	limitation	INCOMPLETE_EVIDENCE
limitations	limitations	INCOMPLETE_EVIDENCE
limited	limited	INCOMPLETE_EVIDENCE
limited...data	limited.{0,14}data	INCOMPLETE_EVIDENCE
limited_evidence	limited_evidence	INCOMPLETE_EVIDENCE
limited_number	limited_number	INCOMPLETE_EVIDENCE
limited_number_of_studies	limited_number_of_studies	INCOMPLETE_EVIDENCE
limited_numbers	limited_numbers	INCOMPLETE_EVIDENCE
limits	limits	INCOMPLETE_EVIDENCE
link	link	SUPERFICIAL_RELATIONSHIP
linkages	linkages	SUPERFICIAL_RELATIONSHIP
linked	linked	SUPERFICIAL_RELATIONSHIP
linking	linking	SUPERFICIAL_RELATIONSHIP
links	links	SUPERFICIAL_RELATIONSHIP
little...is_known	little.{0,11}is_known	FULL_UNKNOWN
little_attention	little_attention	INCOMPLETE_EVIDENCE
little_conclusive_evidence	little_conclusive_evidence	INCOMPLETE_EVIDENCE
little_data	little_data	INCOMPLETE_EVIDENCE
little_evidence	little_evidence	INCOMPLETE_EVIDENCE
little_focus	little_focus	INCOMPLETE_EVIDENCE
little_information	little_information	INCOMPLETE_EVIDENCE
little_insight	little_insight	INCOMPLETE_EVIDENCE
little_is_known	little_is_known	FULL_UNKNOWN
little_knowledge	little_knowledge	FULL_UNKNOWN
little_or_no	little_or_no	INCOMPLETE_EVIDENCE
little_research	little_research	INCOMPLETE_EVIDENCE
little_scientific_support	little_scientific_support	INCOMPLETE_EVIDENCE
little_support	little_support	INCOMPLETE_EVIDENCE
little_to_no	little_to_no	INCOMPLETE_EVIDENCE
little_we_know	little_we_know	FULL_UNKNOWN
long-term_studies	long-term_studies	FUTURE_WORK
long...recognized	long.{0,6}recognized	PROBABLE_UNDERSTANDING
long_acknowledged	long_acknowledged	PROBABLE_UNDERSTANDING
longer_term_follow-up_is_needed	longer_term_follow-up_is_needed	FUTURE_WORK
longitudinal_studies...are_needed	longitudinal_studies.{0,19}are_needed	FUTURE_WORK
mainly	mainly	PROBABLE_UNDERSTANDING
major...implications	major.{0,23}implications	IMPORTANT_CONSIDERATION
major_public_health	major_public_health	IMPORTANT_CONSIDERATION
mandatory	mandatory	IMPORTANT_CONSIDERATION
many_documented	many_documented	INCOMPLETE_EVIDENCE
many_studies	many_studies	INCOMPLETE_EVIDENCE
marginal_evidence	marginal_evidence	INCOMPLETE_EVIDENCE
masked	masked	DIFFICULT_TASK
may	may	INCOMPLETE_EVIDENCE
may_be	may_be	INCOMPLETE_EVIDENCE
maybe	maybe	INCOMPLETE_EVIDENCE
mediated	mediated	SUPERFICIAL_RELATIONSHIP
might	might	INCOMPLETE_EVIDENCE
misclassification	misclassification	PROBLEM_COMPLICATION
misdiagnosed	misdiagnosed	PROBLEM_COMPLICATION
missed_opportunity	missed_opportunity	FUTURE_WORK
mixed	mixed	ALTERNATIVE_OPTIONS_CONTROVERSY
mixed_results	mixed_results	ALTERNATIVE_OPTIONS_CONTROVERSY
models	models	ALTERNATIVE_OPTIONS_CONTROVERSY
modest_evidence	modest_evidence	INCOMPLETE_EVIDENCE
modest_sample_size	modest_sample_size	INCOMPLETE_EVIDENCE
mooted	mooted	INCOMPLETE_EVIDENCE
more...strategies	more.{0,27}strategies	FUTURE_WORK
more_comprehensive	more_comprehensive	FUTURE_WORK
more_data_are_needed	more_data_are_needed	INCOMPLETE_EVIDENCE
more_research	more_research	FUTURE_WORK
more_research...is_needed	more_research.{0,59}is_needed	FUTURE_WORK
more_studies	more_studies	FUTURE_WORK
more_work_is_needed	more_work_is_needed	FUTURE_WORK
most_likely	most_likely	PROBABLE_UNDERSTANDING
most_notably	most_notably	IMPORTANT_CONSIDERATION
most_studied	most_studied	INCOMPLETE_EVIDENCE
most_studies...but	most_studies.{0,91}but	ALTERNATIVE_OPTIONS_CONTROVERSY
mostly	mostly	PROBABLE_UNDERSTANDING
must	must	IMPORTANT_CONSIDERATION
must...be	must.{0,20}be	IMPORTANT_CONSIDERATION
must_be_explored	must_be_explored	FUTURE_WORK
myths	myths	PROBLEM_COMPLICATION
necessary	necessary	IMPORTANT_CONSIDERATION
necessitate_further_research	necessitate_further_research	FUTURE_WORK
need	need	FUTURE_WORK
need...data	need.{0,20}data	FUTURE_WORK
need...evidence	need.{0,34}evidence	INCOMPLETE_EVIDENCE
need_for_additional_interventions	need_for_additional_interventions	FUTURE_WORK
need_for_additional_studies	need_for_additional_studies	FUTURE_WORK
need_for_further_investigation	need_for_further_investigation	FUTURE_WORK
need_for_further_research	need_for_further_research	FUTURE_WORK
need_for_more_trials	need_for_more_trials	FUTURE_WORK
need_for_replication	need_for_replication	FUTURE_WORK
need_for_validation_studies	need_for_validation_studies	FUTURE_WORK
need_more_information	need_more_information	INCOMPLETE_EVIDENCE
need_to...identify	need_to.{0,7}identify	INCOMPLETE_EVIDENCE
need_to_be	need_to_be	FUTURE_WORK
need_to_be...examined	need_to_be.{0,16}examined	FUTURE_WORK
need_to_be_re-evaluated	need_to_be_re-evaluated	FUTURE_WORK
need_to_develop...strategies	need_to_develop.{0,13}strategies	FUTURE_WORK
need_to_study	need_to_study	FUTURE_WORK
needed	needed	FUTURE_WORK
needed_in_future_studies	needed_in_future_studies	FUTURE_WORK
needs	needs	FUTURE_WORK
needs_confirmation	needs_confirmation	FUTURE_WORK
needs_to_be_determined	needs_to_be_determined	FUTURE_WORK
needs_to_be_studied	needs_to_be_studied	FUTURE_WORK
neglected_topic	neglected_topic	INCOMPLETE_EVIDENCE
nevertheless	nevertheless	ALTERNATIVE_OPTIONS_CONTROVERSY
new	new	FULL_UNKNOWN
new_research	new_research	INCOMPLETE_EVIDENCE
new_research_opportunities	new_research_opportunities	FUTURE_WORK
newly	newly	FULL_UNKNOWN
no...available	no.{0,97}available	FULL_UNKNOWN
no...exist	no.{0,46}exist	FULL_UNKNOWN
no...has_been_conducted	no.{0,44}has_been_conducted	INCOMPLETE_EVIDENCE
no...identified	no.{0,43}identified	FULL_UNKNOWN
no...is_known	no.{0,22}is_known	FULL_UNKNOWN
no...standard	no.{0,11}standard	FULL_UNKNOWN
no...trials	no.{0,23}trials	FULL_UNKNOWN
no_clear	no_clear	FULL_UNKNOWN
no_clear_evidence	no_clear_evidence	INCOMPLETE_EVIDENCE
no_conclusion	no_conclusion	ALTERNATIVE_OPTIONS_CONTROVERSY
no_conclusive_evidence	no_conclusive_evidence	INCOMPLETE_EVIDENCE
no_data	no_data	FULL_UNKNOWN
no_evidence	no_evidence	INCOMPLETE_EVIDENCE
no_firmly_established	no_firmly_established	FULL_UNKNOWN
no_known	no_known	FULL_UNKNOWN
no_one	no_one	ALTERNATIVE_OPTIONS_CONTROVERSY
no_overlap	no_overlap	ALTERNATIVE_OPTIONS_CONTROVERSY
no_previous_study	no_previous_study	FULL_UNKNOWN
no_prior_studies	no_prior_studies	FULL_UNKNOWN
no_prior_study	no_prior_study	FULL_UNKNOWN
no_reliable	no_reliable	INCOMPLETE_EVIDENCE
no_reports	no_reports	INCOMPLETE_EVIDENCE
no_role	no_role	FULL_UNKNOWN
no_studies	no_studies	INCOMPLETE_EVIDENCE
no_study...yet	no_study.{0,5}yet	FULL_UNKNOWN
no_trials_had_reported	no_trials_had_reported	FULL_UNKNOWN
none	none	INCOMPLETE_EVIDENCE
nor_did	nor_did	INCOMPLETE_EVIDENCE
not...adequately	not.{0,5}adequately	INCOMPLETE_EVIDENCE
not...adequately_explored	not.{0,6}adequately_explored	INCOMPLETE_EVIDENCE
not...clear	not.{0,10}clear	FULL_UNKNOWN
not...conclusive	not.{0,7}conclusive	ALTERNATIVE_OPTIONS_CONTROVERSY
not...consistent	not.{0,6}consistent	ALTERNATIVE_OPTIONS_CONTROVERSY
not...established	not.{0,9}established	FULL_UNKNOWN
not...proven	not.{0,8}proven	INCOMPLETE_EVIDENCE
not...reassuring	not.{0,14}reassuring	INCOMPLETE_EVIDENCE
not_adequate	not_adequate	INCOMPLETE_EVIDENCE
not_always_measured	not_always_measured	INCOMPLETE_EVIDENCE
not_available	not_available	INCOMPLETE_EVIDENCE
not_based_on_scientific_evidence	not_based_on_scientific_evidence	INCOMPLETE_EVIDENCE
not_be_underestimated	not_be_underestimated	IMPORTANT_CONSIDERATION
not_been_conducted	not_been_conducted	FULL_UNKNOWN
not_been_described	not_been_described	FULL_UNKNOWN
not_been_examined	not_been_examined	FULL_UNKNOWN
not_been_explored	not_been_explored	FULL_UNKNOWN
not_been_investigated	not_been_investigated	FULL_UNKNOWN
not_been_studied	not_been_studied	FULL_UNKNOWN
not_clear	not_clear	FULL_UNKNOWN
not_clearly_understood	not_clearly_understood	FULL_UNKNOWN
not_considered_feasible	not_considered_feasible	INCOMPLETE_EVIDENCE
not_consistently	not_consistently	ALTERNATIVE_OPTIONS_CONTROVERSY
not_controlled	not_controlled	PROBLEM_COMPLICATION
not_defined	not_defined	FULL_UNKNOWN
not_designed_to	not_designed_to	INCOMPLETE_EVIDENCE
not_explained	not_explained	INCOMPLETE_EVIDENCE
not_feasible	not_feasible	DIFFICULT_TASK
not_fully_explored	not_fully_explored	INCOMPLETE_EVIDENCE
not_fully_understood	not_fully_understood	INCOMPLETE_EVIDENCE
not_immediately_apparent	not_immediately_apparent	INCOMPLETE_EVIDENCE
not_investigated	not_investigated	FULL_UNKNOWN
not_know	not_know	FULL_UNKNOWN
not_known	not_known	FULL_UNKNOWN
not_observed	not_observed	ALTERNATIVE_OPTIONS_CONTROVERSY
not_only...but_also	not_only.{0,21}but_also	ANOMALY_CURIOUS_FINDING
not_possible	not_possible	DIFFICULT_TASK
not_powered	not_powered	DIFFICULT_TASK
not_practical	not_practical	DIFFICULT_TASK
not_previously_been	not_previously_been	INCOMPLETE_EVIDENCE
not_previously_been_reported	not_previously_been_reported	INCOMPLETE_EVIDENCE
not_received_sufficient_attention	not_received_sufficient_attention	INCOMPLETE_EVIDENCE
not_reported	not_reported	INCOMPLETE_EVIDENCE
not_satisfied	not_satisfied	PROBLEM_COMPLICATION
not_specific	not_specific	DIFFICULT_TASK
not_specifically	not_specifically	INCOMPLETE_EVIDENCE
not_specifically_designed_to	not_specifically_designed_to	INCOMPLETE_EVIDENCE
not_specified	not_specified	FULL_UNKNOWN
not_univocal	not_univocal	ALTERNATIVE_OPTIONS_CONTROVERSY
not_validated	not_validated	FULL_UNKNOWN
not_very_clear	not_very_clear	FULL_UNKNOWN
not_well_defined	not_well_defined	FULL_UNKNOWN
not_well_established	not_well_established	INCOMPLETE_EVIDENCE
not_well_known	not_well_known	FULL_UNKNOWN
not_well_understood	not_well_understood	FULL_UNKNOWN
not_yet...completely_determined	not_yet.{0,6}completely_determined	INCOMPLETE_EVIDENCE
not_yet_been_determined	not_yet_been_determined	FULL_UNKNOWN
not_yet_been_examined	not_yet_been_examined	FULL_UNKNOWN
not_yet_settled	not_yet_settled	ALTERNATIVE_OPTIONS_CONTROVERSY
notable	notable	ANOMALY_CURIOUS_FINDING
notable_exceptions	notable_exceptions	ALTERNATIVE_OPTIONS_CONTROVERSY
notably	notably	ANOMALY_CURIOUS_FINDING
noteworthy	noteworthy	ANOMALY_CURIOUS_FINDING
noticed	noticed	ANOMALY_CURIOUS_FINDING
notion	notion	INCOMPLETE_EVIDENCE
novel	novel	FULL_UNKNOWN
number_of_studies	number_of_studies	INCOMPLETE_EVIDENCE
objective	objective	QUESTION_ANSWERED_BY_THIS_WORK
objectives	objectives	QUESTION_ANSWERED_BY_THIS_WORK
obligation	obligation	IMPORTANT_CONSIDERATION
obscure	obscure	FULL_UNKNOWN
obviously	obviously	ALTERNATIVE_OPTIONS_CONTROVERSY
of_note	of_note	ANOMALY_CURIOUS_FINDING
often_overlooked	often_overlooked	INCOMPLETE_EVIDENCE
ominous	ominous	IMPORTANT_CONSIDERATION
on_the_basis_of	on_the_basis_of	INCOMPLETE_EVIDENCE
on_the_other_hand	on_the_other_hand	ALTERNATIVE_OPTIONS_CONTROVERSY
one...trial	one.{0,12}trial	INCOMPLETE_EVIDENCE
one_explanation	one_explanation	PROBABLE_UNDERSTANDING
one_study	one_study	INCOMPLETE_EVIDENCE
one_way	one_way	ALTERNATIVE_OPTIONS_CONTROVERSY
ongoing_debate	ongoing_debate	ALTERNATIVE_OPTIONS_CONTROVERSY
ongoing_research	ongoing_research	INCOMPLETE_EVIDENCE
only	only	INCOMPLETE_EVIDENCE
only...but_not	only.{0,43}but_not	ANOMALY_CURIOUS_FINDING
only_explain_part	only_explain_part	INCOMPLETE_EVIDENCE
only_few_cases	only_few_cases	INCOMPLETE_EVIDENCE
only_if	only_if	ALTERNATIVE_OPTIONS_CONTROVERSY
open_question	open_question	FULL_UNKNOWN
opens_new_opportunities	opens_new_opportunities	FUTURE_WORK
opportunities	opportunities	FUTURE_WORK
opportunities_for_future_research	opportunities_for_future_research	FUTURE_WORK
opportunity	opportunity	FUTURE_WORK
opposing	opposing	ALTERNATIVE_OPTIONS_CONTROVERSY
opposing_findings	opposing_findings	ALTERNATIVE_OPTIONS_CONTROVERSY
opposite	opposite	ALTERNATIVE_OPTIONS_CONTROVERSY
opposite_to_our_findings	opposite_to_our_findings	ALTERNATIVE_OPTIONS_CONTROVERSY
or	or	ALTERNATIVE_OPTIONS_CONTROVERSY
other	other	ALTERNATIVE_OPTIONS_CONTROVERSY
other...hypothesis	other.{0,20}hypothesis	ALTERNATIVE_OPTIONS_CONTROVERSY
other_research	other_research	INCOMPLETE_EVIDENCE
out_of_reach	out_of_reach	FULL_UNKNOWN
outweigh	outweigh	ALTERNATIVE_OPTIONS_CONTROVERSY
paradoxical	paradoxical	ALTERNATIVE_OPTIONS_CONTROVERSY
paradoxically	paradoxically	ALTERNATIVE_OPTIONS_CONTROVERSY
paramount	paramount	IMPORTANT_CONSIDERATION
partially	partially	INCOMPLETE_EVIDENCE
partially_proven	partially_proven	INCOMPLETE_EVIDENCE
partly	partly	INCOMPLETE_EVIDENCE
paucity	paucity	INCOMPLETE_EVIDENCE
perhaps	perhaps	INCOMPLETE_EVIDENCE
perspectives	perspectives	ALTERNATIVE_OPTIONS_CONTROVERSY
philosophy	philosophy	INCOMPLETE_EVIDENCE
plan_to	plan_to	FUTURE_WORK
planning	planning	FUTURE_WORK
plausibility	plausibility	INCOMPLETE_EVIDENCE
plausible	plausible	INCOMPLETE_EVIDENCE
plausibly	plausibly	INCOMPLETE_EVIDENCE
point	point	INCOMPLETE_EVIDENCE
pointing	pointing	INCOMPLETE_EVIDENCE
poor	poor	PROBLEM_COMPLICATION
poorly_characterized	poorly_characterized	FULL_UNKNOWN
poorly_controlled	poorly_controlled	PROBLEM_COMPLICATION
poorly_understood	poorly_understood	FULL_UNKNOWN
possibilities	possibilities	INCOMPLETE_EVIDENCE
possibility	possibility	INCOMPLETE_EVIDENCE
possible	possible	INCOMPLETE_EVIDENCE
possibly	possibly	INCOMPLETE_EVIDENCE
postulated	postulated	INCOMPLETE_EVIDENCE
potency	potency	PROBABLE_UNDERSTANDING
potential	potential	INCOMPLETE_EVIDENCE
potentially	potentially	INCOMPLETE_EVIDENCE
precaution	precaution	IMPORTANT_CONSIDERATION
precise_understanding	precise_understanding	FUTURE_WORK
predict	predict	SUPERFICIAL_RELATIONSHIP
predicted	predicted	FUTURE_PREDICTION
predictive	predictive	SUPERFICIAL_RELATIONSHIP
predictor	predictor	SUPERFICIAL_RELATIONSHIP
predictors	predictors	SUPERFICIAL_RELATIONSHIP
preferably	preferably	PROBABLE_UNDERSTANDING
preferred	preferred	PROBABLE_UNDERSTANDING
preliminary	preliminary	INCOMPLETE_EVIDENCE
preliminary_evidence	preliminary_evidence	INCOMPLETE_EVIDENCE
preliminary_stage	preliminary_stage	INCOMPLETE_EVIDENCE
premise	premise	INCOMPLETE_EVIDENCE
present_study	present_study	QUESTION_ANSWERED_BY_THIS_WORK
pressing_need	pressing_need	IMPORTANT_CONSIDERATION
presumably	presumably	PROBABLE_UNDERSTANDING
presumed	presumed	INCOMPLETE_EVIDENCE
prevents	prevents	DIFFICULT_TASK
previous...review	previous.{0,8}review	INCOMPLETE_EVIDENCE
previous...studies	previous.{0,5}studies	INCOMPLETE_EVIDENCE
previous_study	previous_study	INCOMPLETE_EVIDENCE
previously	previously	INCOMPLETE_EVIDENCE
previously_shown	previously_shown	INCOMPLETE_EVIDENCE
previously_thought	previously_thought	ALTERNATIVE_OPTIONS_CONTROVERSY
primarily	primarily	PROBABLE_UNDERSTANDING
primary_known	primary_known	INCOMPLETE_EVIDENCE
principles	principles	IMPORTANT_CONSIDERATION
priority	priority	IMPORTANT_CONSIDERATION
probability	probability	PROBABLE_UNDERSTANDING
probable	probable	PROBABLE_UNDERSTANDING
probably	probably	PROBABLE_UNDERSTANDING
problem	problem	PROBLEM_COMPLICATION
problematic	problematic	PROBLEM_COMPLICATION
problems	problems	PROBLEM_COMPLICATION
profound_implications	profound_implications	FUTURE_PREDICTION
progress_is_needed	progress_is_needed	FUTURE_WORK
promise	promise	PROBABLE_UNDERSTANDING
promising	promising	PROBABLE_UNDERSTANDING
prone	prone	PROBABLE_UNDERSTANDING
proposal	proposal	INCOMPLETE_EVIDENCE
propose	propose	INCOMPLETE_EVIDENCE
proposed	proposed	INCOMPLETE_EVIDENCE
proposes	proposes	INCOMPLETE_EVIDENCE
prospect	prospect	INCOMPLETE_EVIDENCE
prospects	prospects	FUTURE_WORK
protective	protective	SUPERFICIAL_RELATIONSHIP
provoke	provoke	SUPERFICIAL_RELATIONSHIP
provokes	provokes	SUPERFICIAL_RELATIONSHIP
proxy	proxy	SUPERFICIAL_RELATIONSHIP
prudent	prudent	FUTURE_WORK
publication_bias	publication_bias	PROBLEM_COMPLICATION
purpose	purpose	QUESTION_ANSWERED_BY_THIS_WORK
putative	putative	PROBABLE_UNDERSTANDING
question	question	EXPLICIT_QUESTION
questionable	questionable	ALTERNATIVE_OPTIONS_CONTROVERSY
questioned	questioned	ALTERNATIVE_OPTIONS_CONTROVERSY
questions	questions	EXPLICIT_QUESTION
raises	raises	EXPLICIT_QUESTION
raises_concerns	raises_concerns	IMPORTANT_CONSIDERATION
randomized_controlled_trials_are_needed	randomized_controlled_trials_are_needed	FUTURE_WORK
rare	rare	INCOMPLETE_EVIDENCE
rarely	rarely	INCOMPLETE_EVIDENCE
rarer	rarer	INCOMPLETE_EVIDENCE
rarity	rarity	DIFFICULT_TASK
rather	rather	ALTERNATIVE_OPTIONS_CONTROVERSY
rationale	rationale	QUESTION_ANSWERED_BY_THIS_WORK
rct_is...needed	rct_is.{0,7}needed	FUTURE_WORK
reasonable	reasonable	PROBABLE_UNDERSTANDING
received_little_study	received_little_study	INCOMPLETE_EVIDENCE
recent...study	recent.{0,23}study	INCOMPLETE_EVIDENCE
recent_emergence	recent_emergence	INCOMPLETE_EVIDENCE
recent_pilot...trial	recent_pilot.{0,12}trial	INCOMPLETE_EVIDENCE
recent_research	recent_research	INCOMPLETE_EVIDENCE
recent_studies	recent_studies	INCOMPLETE_EVIDENCE
recent_study	recent_study	INCOMPLETE_EVIDENCE
recently	recently	INCOMPLETE_EVIDENCE
recommend	recommend	FUTURE_WORK
recommendation	recommendation	FUTURE_WORK
recommendations	recommendations	FUTURE_WORK
recommended	recommended	FUTURE_WORK
recommends	recommends	FUTURE_WORK
reduce_the_ability_to_make_firm_conclusions	reduce_the_ability_to_make_firm_conclusions	INCOMPLETE_EVIDENCE
reflect	reflect	SUPERFICIAL_RELATIONSHIP
refutes	refutes	ALTERNATIVE_OPTIONS_CONTROVERSY
regrettably	regrettably	IMPORTANT_CONSIDERATION
relate	relate	SUPERFICIAL_RELATIONSHIP
related	related	SUPERFICIAL_RELATIONSHIP
relates	relates	SUPERFICIAL_RELATIONSHIP
relating	relating	SUPERFICIAL_RELATIONSHIP
relation	relation	SUPERFICIAL_RELATIONSHIP
relations	relations	SUPERFICIAL_RELATIONSHIP
relationship	relationship	SUPERFICIAL_RELATIONSHIP
relationships	relationships	SUPERFICIAL_RELATIONSHIP
relatively_few	relatively_few	INCOMPLETE_EVIDENCE
relevant_to	relevant_to	SUPERFICIAL_RELATIONSHIP
remain	remain	INCOMPLETE_EVIDENCE
remain_a...problem	remain_a.{0,25}problem	PROBLEM_COMPLICATION
