LEXICAL CUE	SYNONYMS	IGNORANCE TYPE
limited_numbers	limited_numbers	INCOMPLETE_EVIDENCE
limits	limits	INCOMPLETE_EVIDENCE
link	link	SUPERFICIAL_RELATIONSHIP
linkages	linkages	SUPERFICIAL_RELATIONSHIP
linked	linked	SUPERFICIAL_RELATIONSHIP
linking	linking	SUPERFICIAL_RELATIONSHIP
links	links	SUPERFICIAL_RELATIONSHIP
little...is_known	little.{0,11}is_known	FULL_UNKNOWN
little_attention	little_attention	INCOMPLETE_EVIDENCE
little_conclusive_evidence	little_conclusive_evidence	INCOMPLETE_EVIDENCE
little_data	little_data	INCOMPLETE_EVIDENCE
little_evidence	little_evidence	INCOMPLETE_EVIDENCE
little_focus	little_focus	INCOMPLETE_EVIDENCE
little_information	little_information	INCOMPLETE_EVIDENCE
little_insight	little_insight	INCOMPLETE_EVIDENCE
little_is_known	little_is_known	FULL_UNKNOWN
little_knowledge	little_knowledge	FULL_UNKNOWN
little_research	little_research	INCOMPLETE_EVIDENCE
little_scientific_support	little_scientific_support	INCOMPLETE_EVIDENCE
little_support	little_support	INCOMPLETE_EVIDENCE
little_to_no	little_to_no	INCOMPLETE_EVIDENCE
little_we_know	little_we_know	FULL_UNKNOWN
long-term_studies	long-term_studies	FUTURE_WORK
longer_term_follow-up_is_needed	longer_term_follow-up_is_needed	FUTURE_WORK
longitudinal_studies...are_needed	longitudinal_studies.{0,19}are_needed	FUTURE_WORK
mainly	mainly	PROBABLE_UNDERSTANDING
major...implications	major.{0,23}implications	IMPORTANT_CONSIDERATION
major_public_health	major_public_health	IMPORTANT_CONSIDERATION
mandatory	mandatory	IMPORTANT_CONSIDERATION
many_studies	many_studies	INCOMPLETE_EVIDENCE
marginal_evidence	marginal_evidence	INCOMPLETE_EVIDENCE
may	may	INCOMPLETE_EVIDENCE
may_be	may_be	INCOMPLETE_EVIDENCE
maybe	maybe	INCOMPLETE_EVIDENCE
might	might	INCOMPLETE_EVIDENCE
misclassification	misclassification	PROBLEM_COMPLICATION
misdiagnosed	misdiagnosed	PROBLEM_COMPLICATION
missed_opportunity	missed_opportunity	FUTURE_WORK
mixed	mixed	ALTERNATIVE_OPTIONS_CONTROVERSY
mixed_results	mixed_results	ALTERNATIVE_OPTIONS_CONTROVERSY
models	models	ALTERNATIVE_OPTIONS_CONTROVERSY
modest_evidence	modest_evidence	INCOMPLETE_EVIDENCE
modest_sample_size	modest_sample_size	INCOMPLETE_EVIDENCE
more...strategies	more.{0,27}strategies	FUTURE_WORK
more_comprehensive	more_comprehensive	FUTURE_WORK
more_data_are_needed	more_data_are_needed	INCOMPLETE_EVIDENCE
more_research	more_research	FUTURE_WORK
more_research...is_needed	more_research.{0,59}is_needed	FUTURE_WORK
more_studies	more_studies	FUTURE_WORK
more_work_is_needed	more_work_is_needed	FUTURE_WORK
most_likely	most_likely	PROBABLE_UNDERSTANDING
most_notably	most_notably	IMPORTANT_CONSIDERATION
most_studies...but	most_studies.{0,91}but	ALTERNATIVE_OPTIONS_CONTROVERSY
mostly	mostly	PROBABLE_UNDERSTANDING
must	must	IMPORTANT_CONSIDERATION
must...be	must.{0,20}be	IMPORTANT_CONSIDERATION
must_be_explored	must_be_explored	FUTURE_WORK
myths	myths	PROBLEM_COMPLICATION
necessary	necessary	IMPORTANT_CONSIDERATION
necessitate_further_research	necessitate_further_research	FUTURE_WORK
need	need	FUTURE_WORK
need...data	need.{0,20}data	FUTURE_WORK
need...evidence	need.{0,34}evidence	INCOMPLETE_EVIDENCE
need_for_additional_interventions	need_for_additional_interventions	FUTURE_WORK
need_for_additional_studies	need_for_additional_studies	FUTURE_WORK
need_for_further_investigation	need_for_further_investigation	FUTURE_WORK
need_for_further_research	need_for_further_research	FUTURE_WORK
need_for_more_trials	need_for_more_trials	FUTURE_WORK
need_for_replication	need_for_replication	FUTURE_WORK
need_for_validation_studies	need_for_validation_studies	FUTURE_WORK
need_more_information	need_more_information	INCOMPLETE_EVIDENCE
need_to...identify	need_to.{0,7}identify	INCOMPLETE_EVIDENCE
need_to_be	need_to_be	FUTURE_WORK
need_to_be...examined	need_to_be.{0,16}examined	FUTURE_WORK
need_to_be_re-evaluated	need_to_be_re-evaluated	FUTURE_WORK
need_to_develop...strategies	need_to_develop.{0,13}strategies	FUTURE_WORK
need_to_study	need_to_study	FUTURE_WORK
needed_in_future_studies	needed_in_future_studies	FUTURE_WORK
needs	needs	FUTURE_WORK
needs_to_be_determined	needs_to_be_determined	FUTURE_WORK
needs_to_be_studied	needs_to_be_studied	FUTURE_WORK
neglected_topic	neglected_topic	INCOMPLETE_EVIDENCE
new	new	FULL_UNKNOWN
new_research	new_research	INCOMPLETE_EVIDENCE
new_research_opportunities	new_research_opportunities	FUTURE_WORK
newly	newly	FULL_UNKNOWN
no...available	no.{0,97}available	FULL_UNKNOWN
no...exist	no.{0,46}exist	FULL_UNKNOWN
no...has_been_conducted	no.{0,44}has_been_conducted	INCOMPLETE_EVIDENCE
no...identified	no.{0,43}identified	FULL_UNKNOWN
no...is_known	no.{0,22}is_known	FULL_UNKNOWN
no_clear	no_clear	FULL_UNKNOWN
no_clear_evidence	no_clear_evidence	INCOMPLETE_EVIDENCE
no_conclusion	no_conclusion	ALTERNATIVE_OPTIONS_CONTROVERSY
no_conclusive_evidence	no_conclusive_evidence	INCOMPLETE_EVIDENCE
no_evidence	no_evidence	INCOMPLETE_EVIDENCE
no_firmly_established	no_firmly_established	FULL_UNKNOWN
no_known	no_known	FULL_UNKNOWN
no_one	no_one	ALTERNATIVE_OPTIONS_CONTROVERSY
no_previous_study	no_previous_study	FULL_UNKNOWN
no_prior_studies	no_prior_studies	FULL_UNKNOWN
no_prior_study	no_prior_study	FULL_UNKNOWN
no_reports	no_reports	INCOMPLETE_EVIDENCE
no_role	no_role	FULL_UNKNOWN
no_studies	no_studies	INCOMPLETE_EVIDENCE
none	none	INCOMPLETE_EVIDENCE
not...adequately	not.{0,5}adequately	INCOMPLETE_EVIDENCE
not...adequately_explored	not.{0,6}adequately_explored	INCOMPLETE_EVIDENCE
not...clear	not.{0,10}clear	FULL_UNKNOWN
not...conclusive	not.{0,7}conclusive	ALTERNATIVE_OPTIONS_CONTROVERSY
not...consistent	not.{0,6}consistent	ALTERNATIVE_OPTIONS_CONTROVERSY
not...proven	not.{0,8}proven	INCOMPLETE_EVIDENCE
not_adequate	not_adequate	INCOMPLETE_EVIDENCE
not_available	not_available	INCOMPLETE_EVIDENCE
not_based_on_scientific_evidence	not_based_on_scientific_evidence	INCOMPLETE_EVIDENCE
not_been_conducted	not_been_conducted	FULL_UNKNOWN
not_been_described	not_been_described	FULL_UNKNOWN
not_been_examined	not_been_examined	FULL_UNKNOWN
not_been_explored	not_been_explored	FULL_UNKNOWN
not_been_investigated	not_been_investigated	FULL_UNKNOWN
not_been_studied	not_been_studied	FULL_UNKNOWN
not_clear	not_clear	FULL_UNKNOWN
not_clearly_understood	not_clearly_understood	FULL_UNKNOWN
not_considered_feasible	not_considered_feasible	INCOMPLETE_EVIDENCE
not_consistently	not_consistently	ALTERNATIVE_OPTIONS_CONTROVERSY
not_designed_to	not_designed_to	INCOMPLETE_EVIDENCE
not_explained	not_explained	INCOMPLETE_EVIDENCE
not_fully_explored	not_fully_explored	INCOMPLETE_EVIDENCE
not_fully_understood	not_fully_understood	INCOMPLETE_EVIDENCE
not_immediately_apparent	not_immediately_apparent	INCOMPLETE_EVIDENCE
not_investigated	not_investigated	FULL_UNKNOWN
not_know	not_know	FULL_UNKNOWN
not_known	not_known	FULL_UNKNOWN
not_observed	not_observed	ALTERNATIVE_OPTIONS_CONTROVERSY
not_possible	not_possible	DIFFICULT_TASK
not_previously_been	not_previously_been	INCOMPLETE_EVIDENCE
not_previously_been_reported	not_previously_been_reported	INCOMPLETE_EVIDENCE
not_received_sufficient_attention	not_received_sufficient_attention	INCOMPLETE_EVIDENCE
not_reported	not_reported	INCOMPLETE_EVIDENCE
not_specific	not_specific	DIFFICULT_TASK
not_specifically_designed_to	not_specifically_designed_to	INCOMPLETE_EVIDENCE
not_univocal	not_univocal	ALTERNATIVE_OPTIONS_CONTROVERSY
not_very_clear	not_very_clear	FULL_UNKNOWN
not_well_defined	not_well_defined	FULL_UNKNOWN
not_well_established	not_well_established	INCOMPLETE_EVIDENCE
not_well_known	not_well_known	FULL_UNKNOWN
not_well_understood	not_well_understood	FULL_UNKNOWN
not_yet_been_determined	not_yet_been_determined	FULL_UNKNOWN
not_yet_been_examined	not_yet_been_examined	FULL_UNKNOWN
not_yet_settled	not_yet_settled	ALTERNATIVE_OPTIONS_CONTROVERSY
notable	notable	ANOMALY_CURIOUS_FINDING
notable_exceptions	notable_exceptions	ALTERNATIVE_OPTIONS_CONTROVERSY
notably	notably	ANOMALY_CURIOUS_FINDING
notion	notion	INCOMPLETE_EVIDENCE
novel	novel	FULL_UNKNOWN
number_of_studies	number_of_studies	INCOMPLETE_EVIDENCE
objective	objective	QUESTION_ANSWERED_BY_THIS_WORK
objectives	objectives	QUESTION_ANSWERED_BY_THIS_WORK
obligation	obligation	IMPORTANT_CONSIDERATION
obscure	obscure	FULL_UNKNOWN
obviously	obviously	ALTERNATIVE_OPTIONS_CONTROVERSY
of_note	of_note	ANOMALY_CURIOUS_FINDING
often_overlooked	often_overlooked	INCOMPLETE_EVIDENCE
ominous	ominous	IMPORTANT_CONSIDERATION
on_the_other_hand	on_the_other_hand	ALTERNATIVE_OPTIONS_CONTROVERSY
ongoing_debate	ongoing_debate	ALTERNATIVE_OPTIONS_CONTROVERSY
ongoing_research	ongoing_research	INCOMPLETE_EVIDENCE
only	only	INCOMPLETE_EVIDENCE
only_explain_part	only_explain_part	INCOMPLETE_EVIDENCE
only_few_cases	only_few_cases	INCOMPLETE_EVIDENCE
open_question	open_question	FULL_UNKNOWN
opens_new_opportunities	opens_new_opportunities	FUTURE_WORK
opportunities	opportunities	FUTURE_WORK
opportunities_for_future_research	opportunities_for_future_research	FUTURE_WORK
opportunity	opportunity	FUTURE_WORK
opposing	opposing	ALTERNATIVE_OPTIONS_CONTROVERSY
opposing_findings	opposing_findings	ALTERNATIVE_OPTIONS_CONTROVERSY
opposite	opposite	ALTERNATIVE_OPTIONS_CONTROVERSY
opposite_to_our_findings	opposite_to_our_findings	ALTERNATIVE_OPTIONS_CONTROVERSY
other	other	ALTERNATIVE_OPTIONS_CONTROVERSY
other...hypothesis	other.{0,20}hypothesis	ALTERNATIVE_OPTIONS_CONTROVERSY
other_research	other_research	INCOMPLETE_EVIDENCE
out_of_reach	out_of_reach	FULL_UNKNOWN
paradoxical	paradoxical	ALTERNATIVE_OPTIONS_CONTROVERSY
paradoxically	paradoxically	ALTERNATIVE_OPTIONS_CONTROVERSY
paramount	paramount	IMPORTANT_CONSIDERATION
partially	partially	INCOMPLETE_EVIDENCE
partially_proven	partially_proven	INCOMPLETE_EVIDENCE
partly	partly	INCOMPLETE_EVIDENCE
paucity	paucity	INCOMPLETE_EVIDENCE
perhaps	perhaps	INCOMPLETE_EVIDENCE
perspectives	perspectives	ALTERNATIVE_OPTIONS_CONTROVERSY
philosophy	philosophy	INCOMPLETE_EVIDENCE
planning	planning	FUTURE_WORK
plausibility	plausibility	INCOMPLETE_EVIDENCE
plausible	plausible	INCOMPLETE_EVIDENCE
plausibly	plausibly	INCOMPLETE_EVIDENCE
point	point	INCOMPLETE_EVIDENCE
pointing	pointing	INCOMPLETE_EVIDENCE
poorly_characterized	poorly_characterized	FULL_UNKNOWN
poorly_understood	poorly_understood	FULL_UNKNOWN
possibilities	possibilities	INCOMPLETE_EVIDENCE
possibility	possibility	INCOMPLETE_EVIDENCE
possible	possible	INCOMPLETE_EVIDENCE
possibly	possibly	INCOMPLETE_EVIDENCE
potential	potential	INCOMPLETE_EVIDENCE
potentially	potentially	INCOMPLETE_EVIDENCE
precise_understanding	precise_understanding	FUTURE_WORK
predicted	predicted	FUTURE_PREDICTION
preliminary	preliminary	INCOMPLETE_EVIDENCE
preliminary_evidence	preliminary_evidence	INCOMPLETE_EVIDENCE
preliminary_stage	preliminary_stage	INCOMPLETE_EVIDENCE
premise	premise	INCOMPLETE_EVIDENCE
present_study	present_study	QUESTION_ANSWERED_BY_THIS_WORK
pressing_need	pressing_need	IMPORTANT_CONSIDERATION
presumably	presumably	PROBABLE_UNDERSTANDING
presumed	presumed	INCOMPLETE_EVIDENCE
previous...studies	previous.{0,5}studies	INCOMPLETE_EVIDENCE
previous_study	previous_study	INCOMPLETE_EVIDENCE
previously	previously	INCOMPLETE_EVIDENCE
previously_shown	previously_shown	INCOMPLETE_EVIDENCE
previously_thought	previously_thought	ALTERNATIVE_OPTIONS_CONTROVERSY
primary_known	primary_known	INCOMPLETE_EVIDENCE
priority	priority	IMPORTANT_CONSIDERATION
probability	probability	PROBABLE_UNDERSTANDING
probable	probable	PROBABLE_UNDERSTANDING
probably	probably	PROBABLE_UNDERSTANDING
problem	problem	PROBLEM_COMPLICATION
problematic	problematic	PROBLEM_COMPLICATION
problems	problems	PROBLEM_COMPLICATION
profound_implications	profound_implications	FUTURE_PREDICTION
progress_is_needed	progress_is_needed	FUTURE_WORK
promise	promise	PROBABLE_UNDERSTANDING
promising	promising	PROBABLE_UNDERSTANDING
proposal	proposal	INCOMPLETE_EVIDENCE
propose	propose	INCOMPLETE_EVIDENCE
proposed	proposed	INCOMPLETE_EVIDENCE
proposes	proposes	INCOMPLETE_EVIDENCE
prospect	prospect	INCOMPLETE_EVIDENCE
provoke	provoke	SUPERFICIAL_RELATIONSHIP
provokes	provokes	SUPERFICIAL_RELATIONSHIP
prudent	prudent	FUTURE_WORK
publication_bias	publication_bias	PROBLEM_COMPLICATION
purpose	purpose	QUESTION_ANSWERED_BY_THIS_WORK
putative	putative	PROBABLE_UNDERSTANDING
question	question	EXPLICIT_QUESTION
questionable	questionable	ALTERNATIVE_OPTIONS_CONTROVERSY
questioned	questioned	ALTERNATIVE_OPTIONS_CONTROVERSY
questions	questions	EXPLICIT_QUESTION
raises	raises	EXPLICIT_QUESTION
randomized_controlled_trials_are_needed	randomized_controlled_trials_are_needed	FUTURE_WORK
rare	rare	INCOMPLETE_EVIDENCE
rarely	rarely	INCOMPLETE_EVIDENCE
rarer	rarer	INCOMPLETE_EVIDENCE
rarity	rarity	DIFFICULT_TASK
rather	rather	ALTERNATIVE_OPTIONS_CONTROVERSY
rationale	rationale	QUESTION_ANSWERED_BY_THIS_WORK
rct_is...needed	rct_is.{0,7}needed	FUTURE_WORK
received_little_study	received_little_study	INCOMPLETE_EVIDENCE
recent...study	recent.{0,23}study	INCOMPLETE_EVIDENCE
recent_emergence	recent_emergence	INCOMPLETE_EVIDENCE
recent_pilot...trial	recent_pilot.{0,12}trial	INCOMPLETE_EVIDENCE
recent_research	recent_research	INCOMPLETE_EVIDENCE
recent_studies	recent_studies	INCOMPLETE_EVIDENCE
recent_study	recent_study	INCOMPLETE_EVIDENCE
recently	recently	INCOMPLETE_EVIDENCE
recommend	recommend	FUTURE_WORK
recommendation	recommendation	FUTURE_WORK
recommendations	recommendations	FUTURE_WORK
recommended	recommended	FUTURE_WORK
recommends	recommends	FUTURE_WORK
refutes	refutes	ALTERNATIVE_OPTIONS_CONTROVERSY
regrettably	regrettably	IMPORTANT_CONSIDERATION
relate	relate	SUPERFICIAL_RELATIONSHIP
related	related	SUPERFICIAL_RELATIONSHIP
relation	relation	SUPERFICIAL_RELATIONSHIP
relations	relations	SUPERFICIAL_RELATIONSHIP
relationship	relationship	SUPERFICIAL_RELATIONSHIP
relationships	relationships	SUPERFICIAL_RELATIONSHIP
relatively_few	relatively_few	INCOMPLETE_EVIDENCE
remain	remain	INCOMPLETE_EVIDENCE
remain_a...problem	remain_a.{0,25}problem	PROBLEM_COMPLICATION
remain_inconsistent	remain_inconsistent	ALTERNATIVE_OPTIONS_CONTROVERSY
remain_limited	remain_limited	INCOMPLETE_EVIDENCE
remain_scarce	remain_scarce	INCOMPLETE_EVIDENCE
remain_to_be_defined	remain_to_be_defined	FULL_UNKNOWN
remain_to_be_determined	remain_to_be_determined	FULL_UNKNOWN
remain_unclear	remain_unclear	FULL_UNKNOWN
remain_variable	remain_variable	ALTERNATIVE_OPTIONS_CONTROVERSY
remains	remains	INCOMPLETE_EVIDENCE
remains...challenge	remains.{0,15}challenge	DIFFICULT_TASK
remains...partially	remains.{0,10}partially	INCOMPLETE_EVIDENCE
remains...problem	remains.{0,14}problem	PROBLEM_COMPLICATION
remains_a_common_occurrence	remains_a_common_occurrence	INCOMPLETE_EVIDENCE
remains_elusive	remains_elusive	FULL_UNKNOWN
remains_limited	remains_limited	INCOMPLETE_EVIDENCE
remains_relatively_unexplored	remains_relatively_unexplored	FULL_UNKNOWN
remains_to_be_elucidated	remains_to_be_elucidated	FULL_UNKNOWN
remains_to_be_established	remains_to_be_established	FULL_UNKNOWN
remains_unclear	remains_unclear	FULL_UNKNOWN
remains_under-studied	remains_under-studied	INCOMPLETE_EVIDENCE
remains_under_investigation	remains_under_investigation	INCOMPLETE_EVIDENCE
remains_unknown	remains_unknown	FULL_UNKNOWN
remarkable	remarkable	ANOMALY_CURIOUS_FINDING
remarkably	remarkably	ANOMALY_CURIOUS_FINDING
replication_studies_are_needed	replication_studies_are_needed	FUTURE_WORK
require	require	FUTURE_WORK
required	required	IMPORTANT_CONSIDERATION
research...limited	research.{0,51}limited	INCOMPLETE_EVIDENCE
research_attention	research_attention	INCOMPLETE_EVIDENCE
research_evidence	research_evidence	INCOMPLETE_EVIDENCE
research_gaps	research_gaps	FULL_UNKNOWN
research_in_this_area	research_in_this_area	FUTURE_WORK
research_interest	research_interest	INCOMPLETE_EVIDENCE
research_is_needed	research_is_needed	FUTURE_WORK
research_questions	research_questions	EXPLICIT_QUESTION
results_from_another_group	results_from_another_group	INCOMPLETE_EVIDENCE
revealed	revealed	INCOMPLETE_EVIDENCE
reveals	reveals	INCOMPLETE_EVIDENCE
role	role	SUPERFICIAL_RELATIONSHIP
roles	roles	SUPERFICIAL_RELATIONSHIP
rough_indicator	rough_indicator	INCOMPLETE_EVIDENCE
scant	scant	INCOMPLETE_EVIDENCE
scant_evidence	scant_evidence	INCOMPLETE_EVIDENCE
scanty_reports	scanty_reports	INCOMPLETE_EVIDENCE
scarce	scarce	INCOMPLETE_EVIDENCE
scarce_information	scarce_information	INCOMPLETE_EVIDENCE
scrutiny	scrutiny	ALTERNATIVE_OPTIONS_CONTROVERSY
seem	seem	ANOMALY_CURIOUS_FINDING
seem_to_be	seem_to_be	ANOMALY_CURIOUS_FINDING
seemed	seemed	ANOMALY_CURIOUS_FINDING
seemed_to_be	seemed_to_be	ANOMALY_CURIOUS_FINDING
seemingly	seemingly	ANOMALY_CURIOUS_FINDING
seems	seems	ANOMALY_CURIOUS_FINDING
set_a_precedent	set_a_precedent	INCOMPLETE_EVIDENCE
set_out	set_out	QUESTION_ANSWERED_BY_THIS_WORK
several_epidemiological_data	several_epidemiological_data	INCOMPLETE_EVIDENCE
several_explanations	several_explanations	ALTERNATIVE_OPTIONS_CONTROVERSY
several_methods	several_methods	ALTERNATIVE_OPTIONS_CONTROVERSY
several_studies	several_studies	INCOMPLETE_EVIDENCE
shed_light	shed_light	INCOMPLETE_EVIDENCE
should	should	FUTURE_WORK
should_be	should_be	FUTURE_WORK
should_be_confirmed_in_further_analyses	should_be_confirmed_in_further_analyses	FUTURE_WORK
should_not_be	should_not_be	FUTURE_WORK
similarity	similarity	SUPERFICIAL_RELATIONSHIP
since	since	PROBLEM_COMPLICATION
some	some	INCOMPLETE_EVIDENCE
some...but_not_all	some.{0,6}but_not_all	ALTERNATIVE_OPTIONS_CONTROVERSY
some...however	some.{0,20}however	INCOMPLETE_EVIDENCE
some_evidence	some_evidence	INCOMPLETE_EVIDENCE
some_evidence_to_suggest	some_evidence_to_suggest	INCOMPLETE_EVIDENCE
sought	sought	QUESTION_ANSWERED_BY_THIS_WORK
speculate	speculate	INCOMPLETE_EVIDENCE
speculation	speculation	INCOMPLETE_EVIDENCE
speculative	speculative	INCOMPLETE_EVIDENCE
starting_point	starting_point	INCOMPLETE_EVIDENCE
startling_finding	startling_finding	ANOMALY_CURIOUS_FINDING
still	still	IMPORTANT_CONSIDERATION
still_being_discovered	still_being_discovered	INCOMPLETE_EVIDENCE
still_being_discussed	still_being_discussed	INCOMPLETE_EVIDENCE
still_being_elucidated	still_being_elucidated	FULL_UNKNOWN
still_evolving	still_evolving	INCOMPLETE_EVIDENCE
still_remain	still_remain	INCOMPLETE_EVIDENCE
still_very_scarce	still_very_scarce	INCOMPLETE_EVIDENCE
strategy	strategy	FUTURE_WORK
strengthens_the_evidence	strengthens_the_evidence	INCOMPLETE_EVIDENCE
strikingly	strikingly	ANOMALY_CURIOUS_FINDING
strong_evidence	strong_evidence	INCOMPLETE_EVIDENCE
stronger_evidence_base	stronger_evidence_base	INCOMPLETE_EVIDENCE
struggling	struggling	DIFFICULT_TASK
studies...are_needed	studies.{0,103}are_needed	FUTURE_WORK
studies...are_warranted	studies.{0,99}are_warranted	FUTURE_WORK
studies...small_in_scope	studies.{0,75}small_in_scope	INCOMPLETE_EVIDENCE
studies_are_needed	studies_are_needed	FUTURE_WORK
studies_are_required_to_confirm	studies_are_required_to_confirm	FUTURE_WORK
studies_are_underway	studies_are_underway	INCOMPLETE_EVIDENCE
study...is_merited	study.{0,82}is_merited	FUTURE_WORK
study...is_needed	study.{0,36}is_needed	FUTURE_WORK
study_and_address	study_and_address	FUTURE_WORK
study_design_is_needed	study_design_is_needed	FUTURE_WORK
study_is_ongoing	study_is_ongoing	INCOMPLETE_EVIDENCE
subject_of_numerous_studies	subject_of_numerous_studies	ALTERNATIVE_OPTIONS_CONTROVERSY
subsequent_studies	subsequent_studies	INCOMPLETE_EVIDENCE
suggest	suggest	INCOMPLETE_EVIDENCE
suggested	suggested	INCOMPLETE_EVIDENCE
suggesting	suggesting	INCOMPLETE_EVIDENCE
suggestions	suggestions	FUTURE_WORK
suggestions_for_future_research	suggestions_for_future_research	FUTURE_WORK
suggestive	suggestive	INCOMPLETE_EVIDENCE
suggestively	suggestively	INCOMPLETE_EVIDENCE
suggests	suggests	INCOMPLETE_EVIDENCE
support	support	INCOMPLETE_EVIDENCE
supported	supported	INCOMPLETE_EVIDENCE
supporting	supporting	INCOMPLETE_EVIDENCE
supportive	supportive	INCOMPLETE_EVIDENCE
supports	supports	INCOMPLETE_EVIDENCE
supposed_to	supposed_to	ALTERNATIVE_OPTIONS_CONTROVERSY
surprising	surprising	ANOMALY_CURIOUS_FINDING
surprisingly	surprisingly	ANOMALY_CURIOUS_FINDING
surrogate	surrogate	SUPERFICIAL_RELATIONSHIP
tabooed	tabooed	PROBLEM_COMPLICATION
taboos	taboos	PROBLEM_COMPLICATION
target	target	FUTURE_WORK
targets	targets	FUTURE_WORK
tend	tend	SUPERFICIAL_RELATIONSHIP
tends	tends	SUPERFICIAL_RELATIONSHIP
than...other_studies	than.{0,20}other_studies	ALTERNATIVE_OPTIONS_CONTROVERSY
than_previously_predicted	than_previously_predicted	ALTERNATIVE_OPTIONS_CONTROVERSY
the_current_study	the_current_study	QUESTION_ANSWERED_BY_THIS_WORK
the_mission	the_mission	IMPORTANT_CONSIDERATION
the_need	the_need	INCOMPLETE_EVIDENCE
the_need_of_the_hour	the_need_of_the_hour	IMPORTANT_CONSIDERATION
the_only_other_published_report	the_only_other_published_report	INCOMPLETE_EVIDENCE
theoretically	theoretically	INCOMPLETE_EVIDENCE
theories	theories	INCOMPLETE_EVIDENCE
theorized	theorized	INCOMPLETE_EVIDENCE
theory	theory	INCOMPLETE_EVIDENCE
there_is_evidence	there_is_evidence	INCOMPLETE_EVIDENCE
therefore	therefore	PROBABLE_UNDERSTANDING
this...study	this.{0,15}study	QUESTION_ANSWERED_BY_THIS_WORK
this_experiment	this_experiment	QUESTION_ANSWERED_BY_THIS_WORK
this_investigation	this_investigation	QUESTION_ANSWERED_BY_THIS_WORK
this_manuscript	this_manuscript	QUESTION_ANSWERED_BY_THIS_WORK
this_paper	this_paper	QUESTION_ANSWERED_BY_THIS_WORK
this_possibility	this_possibility	INCOMPLETE_EVIDENCE
this_study	this_study	QUESTION_ANSWERED_BY_THIS_WORK
though	though	ANOMALY_CURIOUS_FINDING
thought	thought	INCOMPLETE_EVIDENCE
thought_to	thought_to	INCOMPLETE_EVIDENCE
thus	thus	PROBABLE_UNDERSTANDING
to...examine	to.{0,15}examine	QUESTION_ANSWERED_BY_THIS_WORK
to...identify	to.{0,16}identify	QUESTION_ANSWERED_BY_THIS_WORK
to_assess	to_assess	QUESTION_ANSWERED_BY_THIS_WORK
to_better_elucidate	to_better_elucidate	INCOMPLETE_EVIDENCE
to_bring_about	to_bring_about	IMPORTANT_CONSIDERATION
to_determine	to_determine	QUESTION_ANSWERED_BY_THIS_WORK
to_evaluate	to_evaluate	QUESTION_ANSWERED_BY_THIS_WORK
to_examine	to_examine	QUESTION_ANSWERED_BY_THIS_WORK
to_identify	to_identify	QUESTION_ANSWERED_BY_THIS_WORK
to_investigate	to_investigate	QUESTION_ANSWERED_BY_THIS_WORK
to_test	to_test	QUESTION_ANSWERED_BY_THIS_WORK
to_understand_better	to_understand_better	INCOMPLETE_EVIDENCE
too_crude	too_crude	INCOMPLETE_EVIDENCE
trend	trend	SUPERFICIAL_RELATIONSHIP
trial_is_necessary	trial_is_necessary	FUTURE_WORK
two_major_hypotheses	two_major_hypotheses	ALTERNATIVE_OPTIONS_CONTROVERSY
ultimately	ultimately	FUTURE_PREDICTION
unable	unable	DIFFICULT_TASK
unable_to	unable_to	DIFFICULT_TASK
unanticipated	unanticipated	ANOMALY_CURIOUS_FINDING
uncertain	uncertain	FULL_UNKNOWN
uncertainty	uncertainty	FULL_UNKNOWN
unclear	unclear	FULL_UNKNOWN
uncommon	uncommon	INCOMPLETE_EVIDENCE
uncommonly	uncommonly	INCOMPLETE_EVIDENCE
uncritically	uncritically	ALTERNATIVE_OPTIONS_CONTROVERSY
under-studied	under-studied	INCOMPLETE_EVIDENCE
underreported	underreported	PROBLEM_COMPLICATION
undetermined	undetermined	FULL_UNKNOWN
unexpected	unexpected	ANOMALY_CURIOUS_FINDING
unexpectedly	unexpectedly	ANOMALY_CURIOUS_FINDING
unexplained	unexplained	INCOMPLETE_EVIDENCE
unfavorable	unfavorable	IMPORTANT_CONSIDERATION
unidentified	unidentified	FULL_UNKNOWN
unique	unique	ANOMALY_CURIOUS_FINDING
unique_opportunities	unique_opportunities	FUTURE_WORK
unknown	unknown	FULL_UNKNOWN
unlikely	unlikely	PROBABLE_UNDERSTANDING
unorthodox	unorthodox	ALTERNATIVE_OPTIONS_CONTROVERSY
unproven_efficacy	unproven_efficacy	INCOMPLETE_EVIDENCE
unravel	unravel	FULL_UNKNOWN
unraveled	unraveled	INCOMPLETE_EVIDENCE
unrecognized	unrecognized	FULL_UNKNOWN
unresolved	unresolved	ALTERNATIVE_OPTIONS_CONTROVERSY
unresolved_issues	unresolved_issues	ALTERNATIVE_OPTIONS_CONTROVERSY
unsettled	unsettled	ALTERNATIVE_OPTIONS_CONTROVERSY
unsuccessful	unsuccessful	DIFFICULT_TASK
untangle	untangle	INCOMPLETE_EVIDENCE
until	until	FUTURE_WORK
unusual	unusual	INCOMPLETE_EVIDENCE
urgent	urgent	IMPORTANT_CONSIDERATION
urgently	urgently	IMPORTANT_CONSIDERATION
usually	usually	INCOMPLETE_EVIDENCE
utmost_importance	utmost_importance	IMPORTANT_CONSIDERATION
validation	validation	INCOMPLETE_EVIDENCE
variability	variability	DIFFICULT_TASK
variably	variably	ALTERNATIVE_OPTIONS_CONTROVERSY
variation	variation	DIFFICULT_TASK
