span,IGNORANCE TYPE
"Concerning the number of ANC visits, the health centres follow the Western model of clinic visits with an average of 10 to 12 visits.",0
High educational level (high school and university) (X2= 8.714; p = 0.01) and first time pregnancy(X2= 4.217; p= 0.04) were significantly associated with poor satisfaction.,0
"If this approach is vulgarized, it might increase the uptake of ANC services and improve on the quality of health care.",0
The health care education topics were similar among the studies reviewed though there were some disparities in the frequency.,0
"[""45.2% of respondents received information on the detection or management of pregnancy danger signs, an observation similar to the 42% in Pembe's study in Tanzania [23].""]",0
"In marked contrast, the Kenyan study by Ouma and collaborators [24] and that in Nigeria by Dairo and Owoyokun [25] found that only 10.4% and up to 89.6% of pregnant women were informed of pregnancy danger signs respectively.",0
"Conclusion\nPolicy makers should implement changes in the health care delivery system taking into account the usersâ€™ preferences, more so in the light of increasing female education in Cameroon.",0
Respondents rated the services provided at the health centres generally as satisfactory.,0
"The services offered were acceptable in contrast with observations from other studies in Sub-Saharan countries such as in Uganda by Cham et al [27] and that by van Eijket al [4] in Kenya where for example, urine and serological tests are not routinely done.",0
"With regards to waiting time at the clinic, the women recognized that most of the time wasting was due to late coming of their fellow pregnant women.",0
"However, dissatisfaction abounded with respect to this aspect, especially for women of higher educational levels.",0
The women with high level of education and women attending for their first pregnancies were not satisfied with the competence of the staff.,0
Most of them recommended an improvement in the nursesâ€™ skills.,0
"Introduction\nThe fifth Millennium Development Goal (MDG), â€œImprovement of Maternal Healthâ€ [1] has Antenatal Care (ANC) coverage or attendance as a progress indicator.",0
"However, women attending for their subsequent pregnancies and those at their third or more visits were more tolerant of the services provided at the health centres.",0
This is probably because their contact with the health system had tailored their expectations and they expressed satisfaction with the existing services.,0
"Women attending ANC for their subsequent pregnancies probably had a notion of what health topics were discussed during clinic sessions and so their objectives at ANC were not only aimed at acquiring knowledge about diet, danger signs and other topics but also in the state of their babies.",0
Primigravida on the contrary expected vital information from the health talks to help them cope well with their pregnancy and labor [29].,0
"However, an Australian study showed that both women and providers thought the time for antenatal classes was too small to incorporate all they had to learn with some women complaining of having received too much information [29].",0
"However, in Cameroon, MMR has risen by 8 %from 680 to 872 deaths per 100 000 in the past 9 years after the initial decrease [3].",0
"These results are similar to other studies of patient satisfaction; (96.5%) in Ibadan, Nigeria [7] and 86.4% in Ogun State, Nigeria [25].",0
"However, it has been said that the views of pregnant women concerning their care is generally positive as they tend to be uncritical of healthcare, accepting whatever care they receive as appropriate [29].",0
"[""Thus using patient views to evaluate health care has been criticized [30], regarding their responses as a mixture of the healthcare performance measurement and the respondent's reflection.""]",0
"Nevertheless, patient views provide an insight to the care provided and the system as a whole.",0
The influence of the educational level of respondents is predominant here as it is noticed that those at a high educational level are more likely to be critical about care received and defer a positive satisfaction.,0
"This issue was also revealed in Fawole and colleaguesâ€™ study [7] where they hypothesized that as the level of education in the community steadily increases, pregnant women may become more and more critical of health care.",0
"Studies on ANC in low income countries have mainly focused on monitoring quantifiable data such as the number of antennal visits during ANC [3,4] and its effects on pregnancy outcome [5].",0
Improvement must be made to attain a desired change and amelioration in our health care delivery package.,0
"The usersâ€™ opinion has been sought here and it is noticed that they recommend ameliorations in the interpersonal interaction with staff in terms of more comprehensive health talks and improvement in nursing skills, better infrastructures(like good toilet facilities and comfortable sitting areas) and tolerable waiting times.",0
A step in this direction will go a long way to consolidate the improvement in health care delivery sought by Cameroon in the framework of the MDGs.,0
Conclusion\nAbout one third of pregnant women in our study population attended an ANC site different from their local catchment area despite the availability of ANC in their residential area.,0
"[""High educational level and primiparity are negatively associated with pregnant women's satisfaction of care received at ANC.""]",0
"Taken together, policy makers should implement changes in the health care delivery system taking into account the usersâ€™ opinion, more so in the light of increasing female education in Cameroon.",0
"However, the perspective is changing from one of not just needing any service to one in which quality is a key component in health care provision [6,7].",0
"In Cameroon, there are few reported studies on the quality of ANC services rendered; meanwhile the study of consumer perceptions in relation to behavioral outcomes has been on the rise in other countries [8].",0
"[""This study is therefore designed to investigate pregnant women's perception of quality of ANC services rendered in health facilities within the Buea Health District area.""]",0
The health district has a total of 25 health facilities which are inequitably distributed in terms of population coverage over the 7 health areas.,0
"[""Caption (TABLE-WRAP): TABLE 2\n\nComparison of socio-demographic characteristics with respondent's knowledge about when to start ANC visits and the number of visitsSocio-demographic characteristicFisher's exact test (N = 385) = x p -valueWhen to start ANCMarital status2.220.55Age group16.560.09Pregnancy number10.230.46Number of visit8.130.039+Educational level7.690.27How many visits to attendMarital status7.80.049+Age group36.040.000+Pregnancy number18.970.000+Number of visit1.0750.81Educational level11.320.065\nstatistically significant\nPrimigravida, younger and single women were less likely to know how many ANC visits they were expected to attend during their gestational period when compared to older and multiparous womenPTable 2).""]",0
Knowledge of ANC activities done at the ANC\nThe responses by participants concerning routine activities at antenatal clinics revealed that physical examination was the most frequent activity and the least was vaccination.,0
"The satisfaction of respondents with some of the services provided at the health centres (reception, sitting area comfort, waiting time, staff rapport, competence of personnel and comprehensiveness of health talks) was compared with the respondentsâ€™ socio-demographic characteristics to elucidate the degree to which the latter affected satisfaction.",0
"[""Caption (FIG): FIGURE 3\n\nFrequency of distribution of health topics discussed during ANC\n\nCaption (TABLE-WRAP): TABLE 3\n\nP-Value of the different service satisfaction rating with respect to the educational level in the study populationServicesFisher's exact testp - valueReception0.091P > O.O5Sitting area comfort0.842Waiting time4.357Staff rapport1.838Competence of personnel0.672Health talks5.43\n\nPregnancy groups\nThere was a statistically significant association when comparing respondents at their first pregnancy with those at their second or more pregnancies in terms of their satisfaction ratings; the sitting area comfort (F= 7.052; P = 0.04), competence of staff (F = 8.92, P = 0.02) and health talk comprehensiveness (F = 18.499, P\n\nNumber of Visits at the time of study\nThere was no statistically significant difference when the service rating (reception,sitting area comfort, waiting time, staff rapport, competence of personnel and health talk) of women attending their second visit and those attending subsequent visits was compared.""]",0
"[""However in our community, ANC user's perceptions of quality are not known.""]",0
"However, women with a high level of education were less satisfied with the reception as compared to those with a low educational level.",0
"[""Respondents of low educational level tend to be very satisfied with the personnel's competence and they also rated the health talks as very satisfactory, in marked contrast to those of a higher educational level who were much more likely not to be satisfied with the health talks.""]",0
Only the pregnancy grouping and the educational level of respondents was associated with a statistical significant difference in terms of their overall satisfaction.,0
Women at their first pregnancy and those with a high level of education were more likely to be unsatisfied with the ANC services they received at their attending health centres.,0
"Caption (TABLE-WRAP): TABLE 4\n\nComparison between overall satisfaction and socio-demographic characteristics of the study populationSocio â€“ demographic characteristicsLevel of satisfactionX2; P-valueSatisfied (%)Not satisfied (%)marital statussingle99 (87.6)14 (12.4)1.99; p = 0.159married218 (80.1)54 (19.9)Age group15 â€“ 2061 (85.9)10 (14.1)5.66; p = 0.22621 â€“ 25125 (79.6)32 (20.4)26 â€“ 3087 (88.8)11 (11.2)31 â€“ 3536 (85.7)6 (14.3)36 â€“ 4014 (82.4)3 (17.6)Pregnancy groupprimigravida138 (87.9)19 (12.1)4.217;p = 0.042 â€“7 pregnancies214 (93.6)14 (6.4)Number of visit2105 (82.7)22 (17.3)1.249; p= 0.333 â€“ 9222 (86)36 (14)Educational levelPrimary98 (92.5)8 (7.5)8.714;p = 0.01Secondary190 (94.1)12 (5.9)Tertiary64 (83.1)13 (16.9)\n\nRecommendations from the study participants\nOf the 385 respondents, less than half, 42.3% (163) proposed a recommendation to ameliorate or improve service delivery by the health centres.",0
"These recommendations were pooled into themes of which the most prevalent theme concerned health centre amenities (20.2%) such as good toilet facilities, cleanliness, reduced congestion and preferential care towards the women in aspects such as rapid delivery of laboratory results.",0
The respondents also wished that the health talks (16.3%) should be more regular and that primigravida should be encouraged to come regularly.,0
"Women of high educational level were the most interested in the health talk recommendation (76% of all recommendations were made by this class of respondents), arguing that the â€œlecturesâ€ should be more detailed than what they were at the moment.",0
Discussion\nThe study aimed at exploring the perceptions of pregnant women attending antenatal clinic in the public health centres in the Buea Health District regarding antenatal care in terms of their knowledge and satisfaction with service delivery.,0
"[""It also sought to establish reasons that determined these women's choice of ANC site as well as explore the geographic distribution of the women with respect to their residence and their attending health centre.""]",0
Only 6% of women started visits in the first trimester while 14.5% began in the third trimester.,0
Late antenatal visits attendance is detrimental because it prevents the clients from obtaining the maximum benefits from the antenatal service [14â€“16].,0
"With respect to the reasons that influenced the respondentsâ€™ choice of health centre, the main factor affecting the choice of ANC site was geographical accessibility.",0
This illustrates the importance of previous contact with a facility to determine further use.,0
"Pre-pregnancy body mass index, weight gain and energy intake in pregnant women with gestational diabetes mellitus\n\nBackground\nStudies have shown that maternal obesity is associated with increased risk of Gestational Diabetes Mellitus (GDM).",0
"Nutritional intervention is important for the control of GDM, as it provides benefits to mother and fetal health.",0
"However, the literature remains inconclusive on the role of dietary factors in the development of this disease.",0
Further studies are needed to better elucidate the role of dietary factors and specific nutrients in the risk for this disease.,0
"Objective\nTo evaluate and relate pre-pregnancy body mass index (PPBMI), weight gain and energy intake at diagnosis of GDM.",0
"Conclusion\nThe importance of nutritional counseling before conception and during pregnancy should be emphasized in order to encourage proper PPBMI and avoidance of excessive gestational weight gain, since both are related to risk for GDM.",0
Excessive gestational weight gain is also associated with risk of GDM.,0
"Moreover, dietary factors, before and during pregnancy, have been linked to increased risk for GDM.",0
In addition to the most common factors the sedentary lifestyle may also be a risk factor for GDM.,0
An adequate pre-pregnancy nutritional status was associated with gestational weight gain above recommendations.,0
These Results emphasize the need for pregnant women to be professionally monitored so that modifiable risk factors can be managed.,0
"In this sample there was a high prevalence of: unfavorable pre-pregnancy nutritional status (overweight or obesity), gestational weight gain above recommendations (PPBMI <25 kg/m2is associated with greater weight gain compared to obese), family history of diabetes, advanced age (38.2%) and low levels of physical activity (data shown in Figure1).",0
Objective\nTo identify the presence of GDM risk factors during pregnancy at the time of diagnosis of this pathology.,0
The data show new way to study porcine hepatic function of glucocorticoid receptor.,0
"Expression of hepatic miRNAs targeting porcine glucocorticoid receptor (GR) 3â€²UTR in the neonatal piglets under a maternal gestational betaine supplementation\n\nAbstract\nGlucocorticoid receptor (GR) has been previously demonstrated an important transcriptional factor of hepatic metabolic genes in the neonates under a maternal gestational betaine supplementation (â€œGestational dietary betaine supplementation suppresses hepatic expression of lipogenic genes in neonatal piglets through epigenetic and glucocorticoid receptor-dependent mechanismsâ€ Cai et al., 2015[1]).",0
The data may be useful as comparison with human health care studies of methyl donor supplementation in the mothersâ€™ diets.,0
Analyses of miRNAs targeting GR\nGlucocorticoid receptor (GR) has been previously demonstrated an important transcriptional factor of hepatic metabolic genes in the neonates under a maternal gestational betaine supplementation[1].,0
Here we provide accompanying data about the expression of hepatic miRNAs targeting porcine GR 3â€²UTR in the neonatal piglets.,0
"Specifications table TableSubject areaBiologyMore specific subject areaAnimal nutrition and metabolismType of dataFigure of miRNAs predicted to target GR, Table of miRNAs expressionHow data was acquiredQuantitative PCR analysis was performed using SYBR Premix Ex Taqâ„¢ PCR Master Mix in MastercyclerÂ®ep realplex PCR detection system.Data formatFiltered and analyzedExperimental factorsMaternal gestational betaine supplementationExperimental featuresRNA isolation and polyadenylation; real-time PCR.Data source locationDafeng, Jiangsu, ChinaData accessibilityData are provided in the paper\nValue of the data\nmiRNAs participation in post-transcription of genes could be included in other studies of fetal programming.",0
"Circulating Cathelicidin Concentrations in a Cohort of Healthy Children: Influence of Age, Body Composition, Gender and Vitamin D Status\n\nAbstract\nCathelicidin is an antimicrobial peptide whose circulating levels are related to vitamin D status in adults.",0
"This study sought to determine if circulating cathelicidin concentrations in healthy children are related to the age of the child, body composition and vitamin D status at birth and at the time of the study visit.",0
"Despite differences in vitamin D status, there were no significant associations between cathelicidin, race/ethnicity and vitamin D status (see Table 2 ).",0
"In addition, there were no significant correlations found between concentration of cathelicidin and the childâ€™s 25(OH)D concentration at birth, maternal 25(OH)D within one month of delivery, or maternal 25(OH)D area under the curve from pregnancy visits 3â€“7.",0
"Within the entire cohort, age of the child and cathelicidin concentration demonstrated a positive correlation (Ï = 0.236, p = 0.005).",0
"When the data were stratified by gender in post-hoc analyses, only the male population continued to demonstrate this correlation (Ï = 0.292, p = 0.014), while females did not (Ï = 0.103, p = 0.425).",0
"The cohortâ€™s median cathelicidin concentration was 28.1 ng/mL (range: 5.6â€“3368.6) and did not correlate with 25(OH)D, but was positively correlated with advancing age (Ï = 0.236 & p = 0.005, respectively).",0
"Although not statistically significant, a slightly negative trend of increased cathelicidin correlated with a decreased frequency of diagnosed infections within the last year (Ï = -0.147, p = 0.092).10.1371/journal.pone.0152711.g001\n\nCaption (FIG): FIG 1\nCathelicidin Concentration by Age.",0
"There was a significant positive correlation between age and cathelicidin concentration (Ï = 0.236, p = 0.005); Ï value represents Spearman correlation.",0
"In the group of children with a total circulating 25(OH)D concentration â‰¥20 ng /mL, cathelicidin concentration was significantly positively associated with age (Ï = 0.373, p = 0.0002).",0
"Within this same group, cathelicidin concentration was negatively associated with the number of documented infections a child experienced in the last year (Ï = -0.205, p = 0.047).",0
"In each of the models, however, the childâ€™s age at their first follow-up visit was significantly and independently positively correlated with cathelicidin.",0
"Thus, Model 1 indicates that every 1-year increase in a childâ€™s age is associated with a 0.145 unit increase in their log cathelicidin concentration, equivalent to a e0.145= 1.2-fold increase from 1 year to the next.",0
"In Models 1 and 4), higher cathelicidin concentrations were significantly associated with male gender (beta = 0.318, p = 0.047), indicating that after adjusting for the other variables in the model, malesâ€™ cathelicidin levels were 1.4 times higher than femalesâ€™.",0
"Increased age and male gender were correlated with increased cathelicidin when controlling for race/ethnicity, percent fat, and childâ€™s current 25(OH)D concentration (p = 0.028 & p = 0.047, respectively).",0
"[""In Models 1 and 4, there was also a trend noted with the childâ€™s percent fat being positively associated with cathelicidin (beta = 0.028, p = 0.052 and beta = 0.025, p = 0.087).10.1371/journal.pone.0152711.t003\n\nCaption (TABLE-WRAP): TABLE 3\nMultivariable Linear Regression Models Assessing Factors Associated with Natural Logarithm for Cathelicidin.Model 1 \xa0\xa0Independent VariablesBetaSE1p valueRace/Ethnicity\xa0\xa0Black-0.0390.230.864White---------Hispanic-0.1490.2000.459GenderFemale---------Male0.3180.16 0.047 Age0.1450.065 0.028 Percent Fat0.0280.0140.052Child's current 25(OH)D-0.0050.010.598 Model 2 \xa0\xa0\xa0Independent VariablesBetaSEp valueRace/EthnicityBlack0.0350.210.868White---------Hispanic-0.1490.210.470GenderFemale---------Male0.2750.170.104Age0.2120.07 0.004 Percent Fat0.0250.020.087Child's 25(OH)D at birth-0.0030.010.748 Model 3 \xa0\xa0\xa0Independent VariablesBetaSEp valueRace/Ethnicity\xa0\xa0Black0.0410.180.821White---------Hispanic-0.1220.160.458GenderFemale---------Male0.0910.140.507Age0.1550.07 0.023 Percent Fat0.0120.010.359Maternal 25(OH)D throughout pregnancy<-0.000100.999 Model 4 \xa0\xa0\xa0Independent VariablesBetaSEp valueRace/Ethnicity\xa0\xa0Black0.0460.1990.816White---------Hispanic-0.0800.1850.669GenderFemale---------Male0.3180.158 0.047 Age0.1510.064 0.021 Percent Fat0.0260.010.069Maternal 25(OH)D 1-month before delivery0.0030.010.606\n1SE represents Standard Error\n\nDiscussion\nIn this study of healthy children whose mothers had participated in a vitamin D supplementation trial during pregnancy, despite differences in both maternal and childhood vitamin D status, there were no significant differences in cathelicidin concentration between the three racial/ethnic groups studied.""]",0
"A positive correlation between age and cathelicidin and between gender and cathelicidin were noted, with higher concentrations in male children.",0
"Regardless of vitamin D status, there was no statistically significant difference in cathelicidin concentrations between subjects, consistent with the findings of other recent studies [6,7,12,14,17,20].",0
"This study demonstrated that as children age, the concentration of cathelicidin increases.",0
"Varying observations, however, have been made when determining whether a correlation between 25(OH)D and cathelicidin concentrations exists.",0
"In the literature, recent studies across a wide range of populations have demonstrated a positive correlation between 25(OH)D and cathelicidin [8â€“11,15,16,18,19].",0
"Differences in age, health and initial vitamin D status between cohorts, as well as study design, may explain the conflicting data.",0
"Of note, most of the children in this study were not vitamin D deficient and the vitamin D ranges were relatively narrow.",0
"Additionally, the lack of correlation may suggest that circulating cathelicidin concentration is not reflective of what is happening at the cellular level, and in this regard, cathelicidin mRNA expression by immune cells or target tissue may be a better indicator of vitamin Dâ€™s long-term effect on the cathelicidin system.",0
"Furthermore, male gender was significantly associated with increased cathelicidin concentrations.",0
Adipose tissue is also believed to be associated with vitamin D [26â€“29].,0
"This result is consistent with the findings of Jeng et al., who also showed no correlation with BMI and cathelicidin in adults with sepsis [9].",0
"Although not significant, a negative trend was seen between the number of infections a child experienced and cathelicidin concentration.",0
"This suggests that cathelicidin may have a protective benefit in preventing disease, which is consistent with its antimicrobial properties.",0
The lack of association between vitamin D status and cathelicidin in this study may be due to the narrow range in observed 25(OH)D values and warrants additional studies for further observation.,0
This is an exciting area of study; especially as antibiotic resistance becomes an increasing problem.,0
"Investigating ways to improve natural immune function and limit the number of infections people experience is of great importanceâ€¦\nIn this study, a positive correlation between age and cathelicidin was shown.",0
It assists in identifying the normal ranges of circulating cathelicidin concentrations found in healthy children.,0
This positive correlation between cathelicidin and age was also shown in the oral environment when examining cathelicidin concentrations in saliva in healthy children aged 2 to 18 years [30].,0
"Importantly, as Alvarezâ€“Rodriguez and colleagues have found a negative correlation between age and immune function in healthy adult subjects, especially those over the age of 60 [15], perhaps innate immune function, in particular cytokine function, increases with age for a period of time, reaches a threshold and then decreases later in life.",0
"Interestingly, our findings that male gender correlates with cathelicidin peeks further interest in understanding gender differences in regards to the immune system.",0
"Notably, in the aforementioned study examining localized cathelicidin concentrations in saliva, the female gender was found to positively correlate with cathelicidin [30].",0
These findings highlight the differences one may find when examining localized and circulating levels of immune factors.,0
Limitations of this study include the cohort size and an unequal distribution of subjects within age groups.,0
"As such, this study should be repeated with a larger sample size to replicate its findings.",0
Inclusion of older children and young adults would allow cathelicidin to be followed throughout a longer period of childhood development and further describe how cathelicidin and innate immune function develop over time.,0
"Lastly, total circulating cathelicidin was measured rather than cell-specific mRNA expression of cathelicidin or 1,25(OH)2D3concentration [17], which may be more closely linked with vitamin D status during fetal and childhood development.",0
"In conclusion, this study is the first to examine cathelicidin concentrations in healthy children over time.",0
"It also supports the premise that cathelicidin increases with increasing age, particularly in males.",0
"With further study, cathelicidin may serve as a biomarker of enhanced immune function over time in children with age-based norms.",0
"Previous studies have focused on cathelicidin and vitamin D concentrations in patient populations affected by various illnesses or diseases [6], such as tuberculosis [7], pneumonia [8], sepsis [9], HIV [10â€“12], and end-stage renal disease hemodialysis [13], as well as healthy adult populations [14â€“19].",0
"Additionally, while one study examined the levels of maternal and neonatal vitamin D and cathelicidin concentrations in healthy children at delivery, there is a lack of research to determine correlations between vitamin D status and cathelicidin among healthy children over time [20], as well as which factors such as age of the child, gender, and body composition may independently impact cathelicidin concentrations.",0
"To address this gap in the literature, the aim of this follow-up study was to determine if maternal vitamin D status during pregnancy and/or a childâ€™s current vitamin D status affect the circulating concentration of cathelicidin in healthy children years after delivery.",0
A second aim was to determine if the concentration of cathelicidin and vitamin D correlate with the number of infections a child experiences during childhood and as a function of age.,0
It was hypothesized that (1) total current circulating 25(OH)D would be positively correlated with cathelicidin in children; (2) children with higher plasma cathelicidin concentrations would have had fewer infections than children with lower cathelicidin concentrations; and (3) cathelicidin concentration would increase with advancing age.,0
A post-hoc analysis was conducted to determine if BMI and percent fat had an effect on cathelicidin concentration.,0
"Four multivariable regressions were performed to assess whether any significant associations existed between the natural logarithm of each subjectâ€™s cathelicidin concentration and each of the following vitamin D measurements: (1) childâ€™s current 25(OH)D at time of follow-up, (2) childâ€™s 25(OH)D at birth, (3) maternal 25(OH)D throughout pregnancy (Visits 3 to 7 as area under the curve), and (4) maternal 25(OH)D one month before delivery; all analyses controlled for race/ethnicity, age, gender, and percent fat.",0
The size of this studyâ€™s cohort provided us with 80% power to detect correlations as small as 0.24.,0
"Of the children in the cohort, 20.3% were found to be vitamin D deficient, as defined by a 25(OH)D concentration <20 ng/mL.10.1371/journal.pone.0152711.t001\n\nCaption (TABLE-WRAP): TABLE 1\nChild Sociodemographics and Clinical Characteristics.CharacteristicValue\xa0n = 133Race/Ethnicity [n (%)]\xa0\xa0\xa0\xa0\xa0Black41 (30.8)\xa0\xa0\xa0\xa0White38 (28.6)\xa0\xa0\xa0\xa0Hispanic54 (40.6)Gender [n (%)]\xa0\xa0\xa0\xa0\xa0Female62 (46.6)\xa0\xa0\xa0\xa0Male71 (53.4)Age1(years)4.7 Â± 1.2 (2â€“7)BMI116.1 Â± 2.5 (12.1â€“28.8)% Fat125.5 Â± 6.1 (14.6â€“42.9)No.",0
"Of note, one of these children was obese, one had seasonal allergies treated with a long-term steroid nasal spray, and the third had a history of febrile seizures.",0
"White mothers were found to have a significantly higher 25(OH)D concentration (45.8 ng/mL; 114.5 nmol/L) than both Black (34.8 ng/mL; 87.0 nmol/L) and Hispanic mothers (38.0 ng/mL; 95.0 nmol/L) throughout pregnancy (pâ‰¤0.0001 and â‰¤0.0001, respectively).",0
Black and Hispanic mothers were found to have a statistically significant difference in 25(OH)D concentrations throughout pregnancy as well (pâ‰¤0.0001).,0
A similar pattern was demonstrated in childrenâ€™s 25(OH)D at the time of follow-up visit.,0
"White children had a mean 25(OH)D concentration of 35.1 ng/mL (87.8 nmol/L) at the follow-up visit, which was also found to be significantly higher than both Black and Hispanic children with mean 25(OH)D concentrations of 22.5 ng/mL (56.3 nmol/L) and 25.4 ng/mL (63.5 nmol/L), respectively (pâ‰¤0.0001 and â‰¤0.0001, respectively).",0
Are Attributes of Pregnancy and the Delivery Room Experience Related to Development of Autism?,0
"It is a complex condition that lacks an established preventive method, warranting a need for research to identify possible environmental triggers.",0
"The assertion that autism patients engage in repetitive, behavioral patterns has arguably become stereotyped.",0
"The symptoms of autism become notable in patient in the first three years of life and may necessitate lifelong care that must be provided by family members, guardians, or healthcare professionals.",0
"[""Autism and autism spectrum disorders (ASDs), including Asperger's syndrome and pervasive developmental disorder, have become increasingly diagnosed over the past decade.""]",0
"Accordingly, population studies, which have been conducted by the United States Centers for Disease Control and Prevention, have reported a prevalence of ASDs of 1 of 68 children at risk.",0
"It should be noted, however, that, from a stand-alone perspective, each of the factors (as listed above) that link autism with pre-, peri-, and neonatal care does not correlate consistently as the incidence of autism is reviewed in terms of its cross-reference amongst various research studies.",0
The identification of external factors particularly perinatal risk factors forms the initial critical step in preventing and alleviating risks.,0
"It should also be noted that, despite ongoing research efforts, relatively little has yet been divulged regarding delivery-room attributes that may be directly or indirectly associated with the incidence of autism.",0
"Furthermore, the nature of the precise catalyst of autism has not been revealed as of yet.",0
We conducted a literature review to assess evidence suggested in the worldwide literature.,0
"Early diagnosis of autism and any subsequent related intervention(s) may serve to alleviate the challenges that are faced by those individuals, who must manage the effects of autism on an ongoing basis, including patients, their guardians and/or families, and related healthcare professionals.",0
The following narrative review aims to better understand the existing evidence for perinatal and labor-related associations with autism.,0
"Discussion\nThe etiology of autism is unknown, although perinatal and neonatal exposures have been the focus of recent epidemiologic research [57].",0
"Exposure to certain medications such as perinatal medications, antiepileptic drugs, supplements, and SSRIs has been studied as well as drug exposure to cocaine and smoking.",0
"Artificial insemination and fertility medications, meconium aspiration syndrome, and birth weight have also all been subjects of focus and the respective association with pregnancy and neurodevelopmental complications such as autism.",0
"Perinatal risk factors that have a suggested association include Î² 2 adrenergic receptor agonists, labor induction and augmentation, maternal infection and disease (i.e., antiphospholipid syndrome), antiepileptic drugs, cocaine use, and oral supplements.",0
Several studies have suggested the association between perinatal factors and the onset of autism.,0
"A recent case control study done in New South Wales, Australia, focused on determining risk factors for autism.",0
"Four factors were shown to be significantly associated with autism: being male, premature birth, maternal age greater than or equal to 35 years, and mothers born outside of Australia, with highest risk found in mothers from North-East or South-East Asia [7].",0
"A separate study from Western Australia concluded that autistic children generally had parents who were older and had greater frequencies of threatened abortions, epidural anesthesia, labor induction, and labor duration of less than 1 hour.",0
"These children were more often born first, had a low Apgar score, and tended to have more complications [8].",0
Similar studies using a Swedish medical birth registry observed different factors that affected autism spectrum disorders.,0
"The researchers found that prematurity, low Apgar scores, growth restriction, or macrosomia, and if the mother was from sub-Saharan Africa or East Asia had a positive correlation with autism spectrum disorders [9].",0
Smoking has not been found to have a direct association.,0
Information obtained from the Finnish prenatal study of autism and autism spectrum disorders correlated advanced paternal age with an increased risk of ASD [10].,0
A group in Norway assessed the association between interpregnancy lengths and ASD and found that interpregnancy intervals for less than 9 months and interpregnancy between 9 and 11 months carried an increased risk for ASD [11].,0
Identification of environmental factors is the first step in preventing and mitigating risks by primary prevention [1].,0
"Furthermore, while the incidence and the prevalence of autism also tend to raise on an ever-increasing basis, public health concerns over the disorder have also been coupled with concerns over its etiology, which is still in the investigative stage of clinical research [2].",0
[37] expanded on this and illustrated a case control study of 4429 children with autism.,0
"[""Overall, these birth weight studies illustrate that more research with larger populations needs to be conducted to determine whether autism etiology is genetic in relation to birth weight, whether birth weight is a risk factor or a cause of autism, how much mother's gestational age plays a role, and whether pre- or postpregnancy weight of the mother has a larger effect on prevalence of autism and ASD as research currently supports a variety of findings.""]",0
The identification of prenatal factors that are linked to autism may serve as a paradigm shift in our current view and management of autism.,0
Further evidence is suggested by other studies.,0
"The mothers of autistic children were studied, and it was demonstrated that the cases with autism had more pregnancy complications.",0
"They were more likely to have experienced fetal distress, been delivered by an elective or emergency cesarean section, and had an Apgar score of less than 6 at one minute.",0
"It was concluded that although autism is unlikely to be caused by a single obstetric factor, there was an increased prevalence of obstetric complications among autism cases that is most likely due to underlying genetic factors and an interaction of these factors with the environment [8].",0
Another Australian study evaluated maternal conditions and perinatal characteristics associated with ASD and intellectual disability.,0
"Although a weak correlation was found between poor intrauterine environments and ASD with intellectual disabilities, there was no relationship found between ASD without intellectual disabilities and perinatal factors [12].",0
ASD may involve additional pathologies at the neuroanatomical level.,0
"A recent study illustrates that the neuropathology of some individuals who are diagnosed as having ASD may actually also have focal cortical dysplasias, which could explain the high incidence of sensory irregularities and seizures in ASD diagnosed patients [59].",0
"Thus, focal cortical dysplasias may be a risk factor for ASD patients.",0
"No specific article examined specific aspects such as room temperature, lack of equipment, time spent with the mother, or proximity to other neonates.",0
"Pollutants, selective serotonin reuptake inhibitors, artificial insemination, and fertility medications may have a link, but results are often conflicted.",0
"However, some sources did cite other factors that could potentially be associated with the delivery room itself.",0
"These include the type of birth, such as whether it was breech, a prolonged birth, or an induced birth, along with various forms of fetal measures such as birth cry, fetal distress, low heart rate, or high fetal blood pressure [2,3,13â€“15,60].",0
"Further, a possible association exists with ventilation of neonates [16].",0
"Feeding practices have also been looked at, as well as maternal states such as high temperature or an unhappy maternal emotional state [17â€“19,58].",0
"Lastly, the environmental impact of perinatal air pollutants has also been observed [20,21].",0
"Because these studies have pointed to all of these various factors which in and of themselves can all occur within a delivery room atmosphere, they warrant a further look into even more specific delivery room attributes to see if there is a more direct association between them and autism.",0
"2.1. Î² 2 Adrenergic Receptor Agonists\nBeyond the cases conducted to study the relationship between pregnancy complications and augmented childbirth to autism, several studies have been done to investigate the association between prenatal exposures to Î² 2 adrenergic receptor agonists to autism spectrum disorders.",0
"Factors related to the delivery room experience may be associated with meconium aspiration syndrome, birth weight, and labor time.",0
Terbutaline can cross the placenta and potentially affect the developing neonatal brain [22].,0
"In a study of neonatal rats, Zerrate et al.",0
"found neuroinflammatory and behavioral changes, similar to that in autism, after administering terbutaline to subjects.",0
"[""The results demonstrated that terbutaline increased microglial activation in the subjects' cerebral cortex, cerebellar, and cerebrocortical white matter [23].""]",0
"Nucleotide polymorphism of the Î² 2 adrenergic receptor gene has also been implicated as risk factors for autism, namely, Gly 16 and Glu 27 [24,25].",0
"The researchers of independent subjects and dizygotic twins found that activation of receptors with either polymorphism has been link with increased signaling, secondary to decreased downregulation of the Î² 2 adrenergic receptor gene.",0
"Critics of these genetic predisposition argued that since many genes are involved in the etiology of autism, the role of any single gene polymorphism in causing autism is small.",0
